#
#   VizieR Astronomical Server: vizier.nao.ac.jp    	2008-09-08T15:17:26
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29447	
#INFO	-out.max=50000	

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	1RXS	(a16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	PosErr	(I2)	? Total positional error (including 6" systematic error)	[ucd=stat.error]
#_RAJ2000	_DEJ2000	1RXS	PosErr
#"h:m:s"	"d:m:s"		arcsec
#-----------	-----------	----------------	--
* V 8
04 44 01.60	-66 24 12.5	J044401.6-662412	12
04 44 03.20	-47 50 30.5	J044403.2-475030	16
04 44 04.70	-22 24 41.0	J044404.7-222441	14
04 44 08.60	+14 01 29.0	J044408.6+140129	10
04 44 12.40	-70 19 24.5	J044412.4-701924	 7
04 44 18.10	-49 03 01.5	J044418.1-490301	14
04 44 20.70	+09 41 10.5	J044420.7+094110	 9
04 44 24.10	-06 48 43.0	J044424.1-064843	12
04 44 28.50	-22 22 32.0	J044428.5-222232	26
04 44 28.60	+12 21 13.5	J044428.6+122113	 9
04 44 33.10	-26 42 33.5	J044433.1-264233	17
04 44 35.90	+38 15 26.5	J044435.9+381526	12
04 44 41.30	-36 29 51.0	J044441.3-362951	10
04 44 46.50	-51 16 42.5	J044446.5-511642	10
04 44 55.00	+27 17 45.5	J044455.0+271745	11
04 44 59.10	-47 09 05.0	J044459.1-470905	14
04 45 10.00	-38 38 24.5	J044510.0-383824	10
04 45 11.80	-15 51 18.0	J044511.8-155118	12
04 45 20.00	+13 34 29.0	J044520.0+133429	10
04 45 39.20	-43 53 54.0	J044539.2-435354	11
04 45 40.60	-13 19 50.5	J044540.6-131950	13
04 45 45.30	+78 39 11.0	J044545.3+783911	11
04 45 49.60	-57 26 18.5	J044549.6-572618	12
04 45 50.10	-38 55 37.0	J044550.1-385537	11
04 45 50.90	+15 56 00.0	J044550.9+155600	11
04 45 52.20	-22 48 42.5	J044552.2-224842	10
04 45 53.10	-29 46 30.0	J044553.1-294630	11
04 46 01.30	+76 36 41.5	J044601.3+763641	 7
04 46 01.30	-44 40 15.0	J044601.3-444015	16
04 46 07.80	-51 42 49.0	J044607.8-514249	12
04 46 14.30	-38 54 56.0	J044614.3-385456	11
04 46 15.20	-64 52 56.5	J044615.2-645256	10
04 46 24.70	-66 20 53.5	J044624.7-662053	10
04 46 33.30	-42 56 47.5	J044633.3-425647	14
04 46 45.60	+09 01 05.0	J044645.6+090105	 9
04 46 50.10	+17 45 03.5	J044650.1+174503	15
04 46 50.20	-60 34 15.0	J044650.2-603415	 8
04 46 52.00	-11 16 58.0	J044652.0-111658	10
04 46 56.60	+29 00 48.0	J044656.6+290048	13
04 46 56.80	-03 05 13.0	J044656.8-030513	 8
04 47 00.00	-42 04 07.5	J044700.0-420407	17
04 47 08.20	-26 57 31.0	J044708.2-265731	11
04 47 12.80	+20 38 09.5	J044712.8+203809	 9
04 47 20.40	-05 08 13.5	J044720.4-050813	 9
04 47 20.60	+28 09 03.5	J044720.6+280903	12
04 47 23.10	-27 50 27.5	J044723.1-275027	 7
04 47 25.60	-43 49 26.5	J044725.6-434926	13
04 47 27.70	-33 09 02.5	J044727.7-330902	18
04 47 31.80	-45 24 24.0	J044731.8-452424	11
04 47 36.30	-16 56 08.0	J044736.3-165608	 7
04 47 38.50	-04 03 32.0	J044738.5-040332	 9
04 47 41.50	+12 13 59.0	J044741.5+121359	 9
04 47 43.00	-24 34 57.5	J044743.0-243457	15
04 47 52.90	+20 25 14.0	J044752.9+202514	18
04 47 54.80	-03 22 47.0	J044754.8-032247	14
04 47 58.70	+36 39 36.0	J044758.7+363936	12
04 47 59.70	+10 37 00.0	J044759.7+103700	30
04 48 00.50	-50 41 19.5	J044800.5-504119	 9
04 48 00.80	+07 37 52.5	J044800.8+073752	 9
04 48 03.30	-20 27 41.0	J044803.3-202741	27
04 48 06.70	-80 46 45.5	J044806.7-804645	 8
04 48 14.80	+09 52 59.0	J044814.8+095259	23
04 48 15.60	-08 15 48.5	J044815.6-081548	 9
04 48 26.70	-29 07 48.5	J044826.7-290748	15
04 48 29.10	-52 37 27.5	J044829.1-523727	 9
04 48 30.80	-33 46 05.0	J044830.8-334605	15
04 48 34.00	-45 00 17.0	J044834.0-450017	11
04 48 37.70	-16 32 49.0	J044837.7-163249	 8
04 48 47.60	+10 03 02.0	J044847.6+100302	12
04 48 52.70	+10 30 28.5	J044852.7+103028	11
04 48 53.20	+55 27 25.0	J044853.2+552725	12
04 49 01.10	-53 48 12.0	J044901.1-534812	 8
04 49 02.00	-52 06 38.0	J044902.0-520638	10
04 49 12.10	+71 00 58.0	J044912.1+710058	10
04 49 12.70	+77 37 19.5	J044912.7+773719	14
04 49 13.00	+24 48 04.0	J044913.0+244804	 9
04 49 14.40	-31 25 24.5	J044914.4-312524	19
04 49 20.40	-49 08 51.0	J044920.4-490851	10
04 49 21.50	-28 48 48.5	J044921.5-284848	18
04 49 24.20	-43 50 02.0	J044924.2-435002	 7
04 49 28.60	-28 59 55.0	J044928.6-285955	17
04 49 29.80	+48 28 49.5	J044929.8+482849	10
04 49 38.00	-02 52 44.0	J044938.0-025244	11
04 49 42.00	+49 02 40.5	J044942.0+490240	17
04 49 42.10	-39 10 52.5	J044942.1-391052	15
04 49 43.20	-06 24 59.0	J044943.2-062459	14
04 49 49.70	+23 23 49.5	J044949.7+232349	16
04 49 50.60	+06 57 36.5	J044950.6+065736	 7
04 49 54.60	-13 05 44.5	J044954.6-130544	14
04 49 55.70	-44 40 37.0	J044955.7-444037	19
04 49 56.20	+23 40 56.0	J044956.2+234056	 8
04 50 01.20	+22 29 59.0	J045001.2+222959	 9
04 50 03.20	-18 01 19.0	J045003.2-180119	10
04 50 04.20	-00 37 17.5	J045004.2-003717	12
04 50 05.40	+19 10 03.0	J045005.4+191003	12
04 50 13.50	+04 02 17.0	J045013.5+040217	17
04 50 16.40	-47 22 23.0	J045016.4-472223	12
04 50 16.80	+20 37 35.0	J045016.8+203735	10
04 50 17.20	+45 02 17.5	J045017.2+450217	22
04 50 20.10	-45 46 53.0	J045020.1-454653	14
04 50 21.00	+23 00 37.0	J045021.0+230037	10
04 50 23.70	+03 35 04.5	J045023.7+033504	10
04 50 24.10	+17 12 07.0	J045024.1+171207	 9
04 50 32.90	+00 24 55.0	J045032.9+002455	12
04 50 33.70	+15 05 00.0	J045033.7+150500	14
04 50 35.40	-41 02 51.0	J045035.4-410251	 8
04 50 38.50	+06 42 42.5	J045038.5+064242	18
04 50 41.00	-31 16 27.0	J045041.0-311627	 9
04 50 49.20	+16 12 28.0	J045049.2+161228	10
04 50 52.10	-29 54 16.5	J045052.1-295416	11
04 50 54.70	-53 27 22.0	J045054.7-532722	10
04 51 00.10	-12 14 15.5	J045100.1-121415	 9
04 51 01.00	+31 27 34.5	J045101.0+312734	10
04 51 02.10	+14 58 15.0	J045102.1+145815	14
04 51 03.50	-27 31 15.0	J045103.5-273115	 8
04 51 08.40	-23 25 41.5	J045108.4-232541	 9
04 51 11.60	+18 51 59.5	J045111.6+185159	 9
04 51 11.90	+11 04 03.0	J045111.9+110403	 9
04 51 25.00	+15 26 07.0	J045125.0+152607	11
04 51 42.30	-03 48 34.0	J045142.3-034834	 9
04 51 42.60	-08 24 39.0	J045142.6-082439	18
04 51 45.20	-58 10 58.5	J045145.2-581058	 8
04 51 45.70	-24 00 12.5	J045145.7-240012	10
04 51 49.20	+01 14 44.0	J045149.2+011444	17
04 51 49.50	+13 39 18.0	J045149.5+133918	10
04 51 52.90	-46 47 12.5	J045152.9-464712	 8
04 51 55.00	+00 06 14.5	J045155.0+000614	26
04 51 56.20	+09 52 30.0	J045156.2+095230	11
04 52 05.00	-09 41 34.5	J045205.0-094134	12
04 52 05.00	+49 32 48.0	J045205.0+493248	 7
04 52 08.20	+59 24 05.0	J045208.2+592405	12
04 52 13.60	+37 16 36.0	J045213.6+371636	11
04 52 22.20	+45 56 19.0	J045222.2+455619	10
04 52 22.60	+40 06 33.0	J045222.6+400633	12
04 52 23.20	+10 43 13.5	J045223.2+104313	11
04 52 23.80	-16 49 26.5	J045223.8-164926	 9
04 52 27.20	-51 20 05.5	J045227.2-512005	28
04 52 30.40	-11 22 36.5	J045230.4-112236	16
04 52 30.40	-29 53 29.0	J045230.4-295329	 8
04 52 33.60	-48 15 39.5	J045233.6-481539	11
04 52 34.90	-10 29 19.5	J045234.9-102919	10
04 52 44.70	-22 01 12.5	J045244.7-220112	15
04 52 48.00	-32 45 07.5	J045248.0-324507	12
04 52 49.40	-19 55 06.0	J045249.4-195506	 9
04 52 54.20	-58 53 51.0	J045254.2-585351	11
04 52 56.60	+01 18 54.0	J045256.6+011854	13
04 52 57.50	+19 20 01.0	J045257.5+192001	13
04 53 03.90	+22 14 04.0	J045303.9+221404	12
04 53 04.10	-07 00 11.5	J045304.1-070011	12
04 53 05.30	-48 44 35.0	J045305.3-484435	10
04 53 10.30	-61 10 51.5	J045310.3-611051	12
04 53 20.50	-14 56 00.5	J045320.5-145600	11
04 53 25.20	-42 13 35.0	J045325.2-421335	 7
04 53 29.30	-41 03 51.5	J045329.3-410351	11
04 53 30.20	-55 51 28.0	J045330.2-555128	 9
04 53 31.30	+76 10 46.0	J045331.3+761046	11
04 53 35.00	-51 30 16.5	J045335.0-513016	 9
04 53 35.10	-28 36 01.0	J045335.1-283601	27
04 53 38.00	-68 29 17.5	J045338.0-682917	 7
04 53 45.10	-30 18 30.5	J045345.1-301830	10
04 53 46.30	-58 36 38.0	J045346.3-583638	16
04 53 55.70	+15 55 56.5	J045355.7+155556	11
04 53 55.90	+36 45 27.5	J045355.9+364527	12
04 53 58.40	-04 43 46.5	J045358.4-044346	12
04 54 01.40	-27 03 40.0	J045401.4-270340	 7
04 54 03.70	+66 20 38.0	J045403.7+662038	 9
04 54 08.80	+02 55 06.0	J045408.8+025506	17
04 54 09.60	-10 14 32.0	J045409.6-101432	20
04 54 10.80	-03 00 51.5	J045410.8-030051	12
04 54 14.40	+24 00 01.5	J045414.4+240001	14
04 54 15.20	+13 25 47.0	J045415.2+132547	10
04 54 16.10	+07 22 12.0	J045416.1+072212	 9
04 54 16.30	-61 16 26.5	J045416.3-611626	11
04 54 27.20	+28 48 53.5	J045427.2+284853	14
04 54 28.70	-04 46 17.5	J045428.7-044617	13
04 54 29.00	+11 47 06.0	J045429.0+114706	 8
04 54 30.90	+65 04 51.0	J045430.9+650451	 8
04 54 34.00	-20 05 03.5	J045434.0-200503	 9
04 54 38.00	-57 47 55.0	J045438.0-574755	15
04 54 44.50	-48 13 00.5	J045444.5-481300	18
04 54 49.10	-29 33 52.5	J045449.1-293352	11
04 54 50.50	+32 04 06.0	J045450.5+320406	12
04 54 51.30	-18 06 52.0	J045451.3-180652	11
04 54 53.00	-58 32 51.0	J045453.0-583251	 9
04 54 56.00	+08 35 57.5	J045456.0+083557	10
04 55 09.30	+18 26 31.0	J045509.3+182631	 8
04 55 17.50	+06 57 55.5	J045517.5+065755	 9
04 55 18.60	-16 24 55.0	J045518.6-162455	10
04 55 36.60	+30 17 52.5	J045536.6+301752	10
04 55 40.70	-19 17 58.0	J045540.7-191758	 9
04 55 43.20	+02 05 07.5	J045543.2+020507	14
04 55 49.50	-46 16 04.5	J045549.5-461604	12
04 55 54.70	+02 38 40.0	J045554.7+023840	10
04 55 54.70	+04 40 23.5	J045554.7+044023	10
04 55 56.10	+46 06 16.5	J045556.1+460616	 8
04 55 57.70	-14 56 44.5	J045557.7-145644	 8
04 55 59.90	-27 03 12.5	J045559.9-270312	11
04 56 00.10	+30 34 00.0	J045600.1+303400	 8
04 56 01.70	+30 20 58.0	J045601.7+302058	10
04 56 02.30	-75 32 11.5	J045602.3-753211	22
04 56 03.10	-30 48 13.5	J045603.1-304813	13
04 56 08.80	-21 59 06.5	J045608.8-215906	 8
04 56 09.70	+07 54 24.5	J045609.7+075424	14
04 56 12.70	-17 43 58.5	J045612.7-174358	12
04 56 14.90	+24 35 30.0	J045614.9+243530	12
04 56 37.20	-53 32 13.5	J045637.2-533213	13
04 56 51.00	+33 58 35.0	J045651.0+335835	 9
04 56 55.10	+33 16 35.5	J045655.1+331635	17
04 57 00.50	+15 17 56.0	J045700.5+151756	11
04 57 07.40	+45 27 51.0	J045707.4+452751	 9
04 57 08.00	+08 31 38.0	J045708.0+083138	12
04 57 12.50	-28 07 54.5	J045712.5-280754	14
04 57 14.30	+53 44 42.5	J045714.3+534442	10
04 57 17.30	-06 21 38.0	J045717.3-062138	15
04 57 17.30	+15 25 08.5	J045717.3+152508	11
04 57 21.30	-09 07 59.0	J045721.3-090759	12
04 57 22.80	-30 58 29.0	J045722.8-305829	10
04 57 23.00	-35 59 46.5	J045723.0-355946	10
04 57 27.20	+81 01 07.0	J045727.2+810107	11
04 57 28.90	-29 09 53.0	J045728.9-290953	 8
04 57 30.80	+22 34 58.0	J045730.8+223458	15
04 57 31.00	+20 14 38.0	J045731.0+201438	10
04 57 32.10	-03 57 08.5	J045732.1-035708	13
04 57 52.40	-18 30 15.0	J045752.4-183015	 9
04 57 57.50	-59 02 27.0	J045757.5-590227	12
04 58 03.70	-42 12 55.0	J045803.7-421255	19
04 58 07.70	+15 38 58.5	J045807.7+153858	16
04 58 09.30	+43 32 57.0	J045809.3+433257	10
04 58 13.00	+40 03 19.0	J045813.0+400319	11
04 58 16.30	-75 16 08.0	J045816.3-751608	 7
04 58 17.10	-14 15 46.0	J045817.1-141546	10
04 58 17.40	+00 27 18.5	J045817.4+002718	 7
04 58 34.00	-27 03 14.5	J045834.0-270314	17
04 58 35.50	+08 56 45.0	J045835.5+085645	 8
04 58 35.80	-15 37 33.0	J045835.8-153733	10
04 58 40.40	-21 59 22.5	J045840.4-215922	10
04 58 44.90	-68 50 48.0	J045844.9-685048	 8
04 58 48.90	-08 43 29.5	J045848.9-084329	10
04 58 49.20	-38 48 00.5	J045849.2-384800	11
04 58 51.20	-19 05 42.5	J045851.2-190542	13
04 58 51.38	+51 50 28.7	J045851.3+515028	
04 58 59.60	-00 29 04.0	J045859.6-002904	29
04 59 07.60	+08 46 14.5	J045907.6+084614	28
04 59 07.80	+16 51 48.5	J045907.8+165148	14
04 59 09.60	+04 58 31.0	J045909.6+045831	 7
04 59 15.40	+37 53 30.0	J045915.4+375330	 7
04 59 17.40	-16 40 21.5	J045917.4-164021	15
04 59 17.70	-17 25 59.0	J045917.7-172559	11
04 59 20.80	-13 24 51.5	J045920.8-132451	11
04 59 23.70	+12 29 40.0	J045923.7+122940	13
04 59 29.40	-22 29 53.5	J045929.4-222953	12
04 59 30.90	-20 44 56.5	J045930.9-204456	11
04 59 32.30	-19 17 42.5	J045932.3-191742	 9
04 59 35.40	+01 47 01.5	J045935.4+014701	 8
04 59 37.70	+26 15 05.5	J045937.7+261505	14
04 59 39.10	-23 02 39.0	J045939.1-230239	13
04 59 40.20	-00 20 33.0	J045940.2-002033	11
04 59 44.70	+15 55 17.5	J045944.7+155517	12
04 59 45.80	+14 30 45.5	J045945.8+143045	10
04 59 50.40	-10 15 44.0	J045950.4-101544	 7
04 59 54.30	+10 17 17.0	J045954.3+101717	14
04 59 57.60	-03 33 02.5	J045957.6-033302	15
04 59 58.10	-61 15 06.0	J045958.1-611506	10
05 00 01.10	-55 01 21.0	J050001.1-550121	10
05 00 08.60	+03 17 11.5	J050008.6+031711	10
05 00 14.50	-50 23 29.5	J050014.5-502329	13
05 00 20.80	+52 37 47.0	J050020.8+523747	12
05 00 21.40	-30 40 28.5	J050021.4-304028	 9
05 00 24.20	-11 53 38.5	J050024.2-115338	 9
05 00 24.80	+15 05 19.5	J050024.8+150519	 8
05 00 27.70	+13 34 15.5	J050027.7+133415	 9
05 00 29.80	+17 24 00.5	J050029.8+172400	 8
05 00 35.30	-36 04 39.5	J050035.3-360439	16
05 00 36.17	+46 18 59.4	J050036.1+461859	
05 00 36.90	-13 43 16.5	J050036.9-134316	12
05 00 40.90	-04 56 17.5	J050040.9-045617	 9
05 00 44.20	+49 42 41.0	J050044.2+494241	10
05 00 46.60	-57 15 11.5	J050046.6-571511	10
05 00 49.10	+15 26 58.5	J050049.1+152658	 8
05 00 49.40	-38 40 38.0	J050049.4-384038	25
05 00 51.70	-41 01 00.5	J050051.7-410100	 9
05 00 54.70	-51 15 47.5	J050054.7-511547	21
05 01 02.90	-41 57 45.5	J050102.9-415745	14
05 01 07.90	+45 16 31.0	J050107.9+451631	13
05 01 09.80	-14 04 29.0	J050109.8-140429	10
05 01 20.10	-03 32 23.0	J050120.1-033223	27
05 01 24.20	-36 54 28.0	J050124.2-365428	17
05 01 29.70	+01 10 10.5	J050129.7+011010	13
05 01 31.10	+23 06 30.0	J050131.1+230630	17
05 01 35.30	-44 49 55.0	J050135.3-444955	10
05 01 35.70	+61 04 45.5	J050135.7+610445	10
05 01 38.30	+02 54 32.0	J050138.3+025432	 8
05 01 38.70	+53 07 28.5	J050138.7+530728	 8
05 01 40.80	+30 48 31.5	J050140.8+304831	12
05 01 44.50	+42 20 45.5	J050144.5+422045	12
05 01 46.20	-03 59 27.0	J050146.2-035927	11
05 01 47.70	+38 05 45.0	J050147.7+380545	15
05 01 49.70	-40 18 21.5	J050149.7-401821	11
05 01 54.60	-78 56 16.0	J050154.6-785616	 9
05 01 55.00	-36 58 46.0	J050155.0-365846	10
05 01 56.70	+01 08 45.0	J050156.7+010845	 8
05 01 57.60	-06 56 41.5	J050157.6-065641	13
05 01 58.70	+09 58 59.0	J050158.7+095859	 8
05 02 04.90	+54 10 28.0	J050204.9+541028	11
05 02 05.70	-28 42 35.0	J050205.7-284235	11
05 02 05.80	+31 11 11.5	J050205.8+311111	10
05 02 07.70	-22 04 49.0	J050207.7-220449	 8
05 02 09.10	+03 31 49.5	J050209.1+033149	 8
05 02 11.70	-52 55 41.5	J050211.7-525541	10
05 02 18.40	-42 21 34.5	J050218.4-422134	 8
05 02 18.40	-56 19 39.0	J050218.4-561939	11
05 02 30.40	-39 59 14.5	J050230.4-395914	12
05 02 44.70	+23 12 57.0	J050244.7+231257	14
05 02 48.30	-49 09 00.0	J050248.3-490900	13
05 02 48.70	+73 52 15.0	J050248.7+735215	 8
05 02 50.60	+16 24 26.5	J050250.6+162426	11
05 02 50.80	-62 27 42.5	J050250.8-622742	 8
05 02 50.90	+66 49 29.5	J050250.9+664929	 8
05 02 52.60	-47 13 26.0	J050252.6-471326	14
05 02 58.50	+22 59 49.5	J050258.5+225949	 9
05 03 04.80	-66 33 45.0	J050304.8-663345	 9
05 03 06.30	+06 43 29.5	J050306.3+064329	 9
05 03 06.30	+65 34 00.0	J050306.3+653400	 8
05 03 08.90	+06 07 57.5	J050308.9+060757	12
05 03 15.10	+21 23 51.5	J050315.1+212351	16
05 03 15.20	+08 41 01.5	J050315.2+084101	12
05 03 18.90	+54 54 57.0	J050318.9+545457	18
05 03 21.60	-50 01 51.5	J050321.6-500151	12
05 03 24.20	-29 12 01.0	J050324.2-291201	14
05 03 24.60	+60 26 42.0	J050324.6+602642	13
05 03 28.90	+31 09 55.5	J050328.9+310955	24
05 03 35.50	-30 45 11.0	J050335.5-304511	19
05 03 35.60	-11 15 04.0	J050335.6-111504	 8
05 03 36.90	+05 03 40.0	J050336.9+050340	14
05 03 39.80	+45 17 15.0	J050339.8+451715	11
05 03 44.10	-23 19 12.5	J050344.1-231912	12
05 03 51.70	-06 18 00.0	J050351.7-061800	19
05 03 51.90	-46 44 43.0	J050351.9-464443	16
05 03 59.60	-39 00 18.0	J050359.6-390018	 9
05 04 01.40	-05 51 04.0	J050401.4-055104	 8
05 04 16.30	-34 28 38.5	J050416.3-342838	10
05 04 17.80	-29 44 34.0	J050417.8-294434	13
05 04 19.30	-09 56 22.5	J050419.3-095622	 9
05 04 21.90	-25 54 20.0	J050421.9-255420	12
05 04 26.00	-13 01 34.0	J050426.0-130134	 8
05 04 32.90	+68 30 29.5	J050432.9+683029	12
05 04 34.20	-73 49 02.5	J050434.2-734902	13
05 04 36.00	+04 02 36.5	J050436.0+040236	11
05 04 44.30	-25 41 48.0	J050444.3-254148	 9
05 04 48.20	-28 35 49.5	J050448.2-283549	13
05 04 53.30	-36 22 16.5	J050453.3-362216	 9
05 04 54.40	-14 15 32.5	J050454.4-141532	12
05 04 57.80	-03 54 51.0	J050457.8-035451	 8
05 04 58.00	-63 49 02.5	J050458.0-634902	 7
05 05 04.40	+61 17 25.5	J050504.4+611725	 8
05 05 06.50	+06 07 58.5	J050506.5+060758	10
05 05 07.90	-32 20 07.5	J050507.9-322007	11
05 05 11.90	-44 22 49.5	J050511.9-442249	14
05 05 12.80	-02 17 53.5	J050512.8-021753	42
05 05 21.70	+71 43 17.0	J050521.7+714317	11
05 05 27.60	-42 04 02.5	J050527.6-420402	13
05 05 29.10	-57 28 16.0	J050529.1-572816	11
05 05 31.30	-61 44 56.5	J050531.3-614456	21
05 05 33.40	+00 44 21.0	J050533.4+004421	11
05 05 34.50	-57 55 26.0	J050534.5-575526	10
05 05 34.70	+04 16 00.0	J050534.7+041600	10
05 05 38.42	-67 51 27.7	J050538.4-675127	
05 05 38.70	-79 12 03.0	J050538.7-791203	10
05 05 39.10	+01 58 25.0	J050539.1+015825	18
05 05 43.80	+02 30 03.0	J050543.8+023003	35
05 05 47.70	+35 50 18.0	J050547.7+355018	23
05 05 53.20	-68 00 10.5	J050553.2-680010	 8
05 05 59.40	+28 07 17.5	J050559.4+280717	 8
05 06 03.60	-35 09 13.0	J050603.6-350913	12
05 06 11.70	-58 28 19.5	J050611.7-582819	12
05 06 12.00	+37 21 32.5	J050612.0+372132	13
05 06 12.80	+59 01 16.0	J050612.8+590116	 7
05 06 13.30	+04 39 41.5	J050613.3+043941	11
05 06 23.60	-86 41 41.0	J050623.6-864141	10
05 06 27.80	-15 49 23.0	J050627.8-154923	 9
05 06 39.10	+51 36 07.0	J050639.1+513607	20
05 06 39.50	+02 08 28.0	J050639.5+020828	 8
05 06 42.40	+74 56 04.0	J050642.4+745604	36
05 06 43.00	-23 44 20.0	J050643.0-234420	10
05 06 44.80	-61 09 43.0	J050644.8-610943	11
05 06 45.30	-10 11 21.5	J050645.3-101121	10
05 06 45.50	-04 39 15.5	J050645.5-043915	 9
05 06 48.50	-19 36 51.0	J050648.5-193651	14
05 06 49.50	-21 35 05.0	J050649.5-213505	 8
05 06 52.50	-72 20 55.5	J050652.5-722055	10
05 06 53.30	+06 06 48.0	J050653.3+060648	10
05 06 53.50	-13 34 42.5	J050653.5-133442	13
05 06 56.80	-29 35 58.5	J050656.8-293558	11
05 06 56.80	-54 34 56.5	J050656.8-543456	 8
05 07 02.20	+17 07 26.0	J050702.2+170726	16
05 07 02.80	+33 24 44.5	J050702.8+332444	 8
05 07 10.10	-38 59 59.0	J050710.1-385959	11
05 07 11.30	+47 20 45.5	J050711.3+472045	12
05 07 17.40	-83 51 37.5	J050717.4-835137	 8
05 07 27.60	-33 46 28.5	J050727.6-334628	 9
05 07 28.00	-05 24 03.0	J050728.0-052403	10
05 07 31.50	+10 10 45.5	J050731.5+101045	11
05 07 31.90	-51 04 03.0	J050731.9-510403	10
05 07 40.70	-09 14 57.5	J050740.7-091457	14
05 07 42.50	-46 52 27.5	J050742.5-465227	13
05 07 43.00	-37 30 30.0	J050743.0-373030	11
05 07 46.50	-42 48 44.0	J050746.5-424844	14
05 07 49.10	+17 59 04.0	J050749.1+175904	15
05 07 50.50	-05 04 55.5	J050750.5-050455	10
05 07 56.60	+67 37 21.0	J050756.6+673721	 7
05 08 05.40	+73 35 36.5	J050805.4+733536	10
05 08 05.50	-53 16 02.0	J050805.5-531602	12
05 08 06.90	+14 31 55.0	J050806.9+143155	 9
05 08 08.70	+24 27 14.5	J050808.7+242714	14
05 08 11.40	-28 07 51.5	J050811.4-280751	13
05 08 12.70	-21 35 47.0	J050812.7-213547	10
05 08 14.70	-44 49 04.5	J050814.7-444904	 9
05 08 16.60	+15 50 37.5	J050816.6+155037	11
05 08 20.90	+17 21 34.0	J050820.9+172134	11
05 08 26.50	+71 56 26.5	J050826.5+715626	10
05 08 27.30	-21 01 30.5	J050827.3-210130	11
05 08 28.80	+67 43 48.5	J050828.8+674348	12
05 08 33.60	-03 00 26.0	J050833.6-030026	14
05 08 34.30	-09 13 05.5	J050834.3-091305	16
05 08 37.50	+05 11 57.5	J050837.5+051157	12
05 08 40.60	+42 05 40.5	J050840.6+420540	17
05 08 48.00	-38 20 23.5	J050848.0-382023	 9
05 08 54.50	-27 10 42.5	J050854.5-271042	10
05 08 55.30	+21 13 04.5	J050855.3+211304	15
05 08 57.40	+06 26 33.5	J050857.4+062633	 9
05 08 59.10	-68 43 31.5	J050859.1-684331	 6
05 08 59.60	-03 15 03.5	J050859.6-031503	15
05 09 02.10	-36 27 53.0	J050902.1-362753	12
05 09 03.40	-42 09 26.0	J050903.4-420926	 9
05 09 03.60	+12 57 44.5	J050903.6+125744	11
05 09 09.90	+15 27 40.0	J050909.9+152740	 9
05 09 14.60	-32 27 48.5	J050914.6-322748	11
05 09 15.60	-69 54 13.5	J050915.6-695413	 8
05 09 26.30	+18 54 05.5	J050926.3+185405	12
05 09 27.60	-51 13 59.5	J050927.6-511359	20
05 09 30.80	-67 31 16.5	J050930.8-673116	 6
05 09 32.00	+38 40 54.0	J050932.0+384054	17
05 09 38.30	-04 00 37.0	J050938.3-040037	 7
05 09 39.40	-20 31 39.5	J050939.4-203139	16
05 09 40.00	-25 13 56.5	J050940.0-251356	 9
05 09 40.70	+08 12 43.0	J050940.7+081243	10
05 09 44.00	+64 55 08.5	J050944.0+645508	11
05 09 45.50	+42 40 15.0	J050945.5+424015	 8
05 09 47.10	+63 49 57.5	J050947.1+634957	10
05 09 57.90	-64 17 41.5	J050957.9-641741	 6
05 10 02.50	+65 14 37.0	J051002.5+651437	13
05 10 04.70	-23 40 24.5	J051004.7-234024	10
05 10 04.90	-04 27 57.0	J051004.9-042757	 9
05 10 07.90	-26 25 20.0	J051007.9-262520	11
05 10 15.50	-45 19 26.5	J051015.5-451926	20
05 10 19.30	+27 14 22.5	J051019.3+271422	13
05 10 20.10	+63 19 40.5	J051020.1+631940	11
05 10 21.80	+35 47 55.0	J051021.8+354755	18
05 10 23.10	+31 26 48.5	J051023.1+312648	 8
05 10 24.10	-77 12 49.0	J051024.1-771249	 8
05 10 28.90	+02 20 51.0	J051028.9+022051	15
05 10 29.10	-55 34 26.0	J051029.1-553426	10
05 10 32.40	-18 38 45.0	J051032.4-183845	11
05 10 38.60	+05 54 32.5	J051038.6+055432	10
05 10 42.90	+46 57 51.5	J051042.9+465751	 9
05 10 43.50	+30 20 44.5	J051043.5+302044	 8
05 10 43.90	+63 35 48.5	J051043.9+633548	 8
05 10 44.40	-08 01 13.5	J051044.4-080113	18
05 10 45.40	+16 29 53.5	J051045.4+162953	 7
05 10 53.10	+02 22 19.5	J051053.1+022219	25
05 11 09.90	-04 10 47.0	J051109.9-041047	 8
05 11 10.80	-49 03 50.5	J051110.8-490350	 9
05 11 10.90	+15 48 57.0	J051110.9+154857	18
